Order ID,Customer Name,Order Date,Order Priority,Product Name,Unit Price,Quantity
47873,Doug Bickford,11/13/2010,Critical,pork,5.89,8
47943,Don Miller,11/14/2009,Medium,specialty cheese,4.91,12
47943,Don Miller,11/14/2009,Medium,pork,15.94,48
48101,Fred Wasserman,9/12/2011,High,beef,22.84,4
48295,Bryan Mills,11/23/2009,Medium,other vegetables,204.1,48
48839,Carlos Daly,7/10/2010,Critical,chicken,98.31,1
49154,Joy Bell,3/6/2009,Medium,soda,60.98,26
49921,Claudia Miner,2/17/2011,Low,whole milk,145.45,5
49921,Claudia Miner,2/17/2011,Low,rolls/buns,12.28,1
49952,Beth Thompson,11/19/2011,High,bottled beer,107.53,12
50117,Allen Rosenblatt,6/3/2011,Critical,root vegetables,2.89,17
50278,Beth Thompson,5/25/2010,High,pastry,20.98,2
50278,Beth Thompson,5/25/2010,High,berries,100.8,20
50374,Susan Vittorini,5/30/2009,Not Specified,citrus fruit,120.98,30
50565,Sylvia Foulston,8/30/2012,High,whole milk,16.98,43
50688,Joy Bell,12/16/2011,Critical,soda,12.98,50
50754,Becky Castell,12/9/2009,Not Specified,bottled water,7.99,9
50914,Carlos Daly,7/3/2012,Critical,tropical fruit,195.99,49
51169,Cari Schnelling,12/24/2010,High,salty snack,136.98,2
51938,Jim Radford,5/17/2011,Low,bottled water,125.99,5
51970,Allen Rosenblatt,1/11/2012,Not Specified,chocolate,115.99,1
51971,Dorothy Badders,10/3/2011,Not Specified,citrus fruit,32.48,39
51971,Dorothy Badders,10/3/2011,Not Specified,bottled water,182.55,22
52193,Mike Pelletier,3/5/2010,Not Specified,onions,2.88,1
52193,Mike Pelletier,3/5/2010,Not Specified,dessert,2.94,47
52321,Doug Bickford,11/5/2011,High,beef,12.28,48
52321,Doug Bickford,11/5/2011,High,rolls/buns,349.45,45
52386,Susan Vittorini,1/5/2009,High,beef,120.97,6
52807,Andrew Gjertsen,11/25/2010,Medium,soda,21.98,28
52929,Muhammed MacIntyre,4/8/2011,High,coffee,15.99,43
52929,Muhammed MacIntyre,4/8/2011,High,rolls/buns,2.78,19
52929,Muhammed MacIntyre,4/8/2011,High,pork,6.47,7
52929,Muhammed MacIntyre,4/8/2011,High,soda,3.93,20
52964,Jim Radford,3/31/2010,Critical,sausage,136.98,44
53156,Bryan Davis,3/10/2012,Not Specified,beef,4.13,47
53511,Anthony Johnson,2/20/2009,Medium,whole milk,5.81,41
53511,Anthony Johnson,2/20/2009,Medium,pork,9.65,49
53797,Doug Bickford,10/1/2009,Critical,berries,58.14,10
53990,Carlos Daly,11/1/2012,Not Specified,sausage,110.99,44
54083,Don Miller,7/21/2011,High,bottled water,279.81,10
54274,Don Jones,11/23/2010,Not Specified,tropical fruit,78.65,20
54276,Chad Cunningham,2/6/2010,Not Specified,herbs,35.44,21
54528,Ralph Arnett,1/4/2011,Medium,yogurt,11.66,17
54528,Ralph Arnett,1/4/2011,Medium,Instant food products,10.48,8
54567,Nicole Hansen,8/2/2009,Medium,specialty chocolate,6.28,31
54628,Fred Wasserman,6/5/2010,High,coffee,22.98,21
55298,Bryan Mills,8/2/2009,Critical,bottled beer,300.98,1
55363,Ralph Arnett,12/28/2010,High,beef,155.06,14
55366,Doug Bickford,10/10/2012,Critical,whole milk,55.94,7
55715,Eugene Barchas,4/2/2011,Critical,frankfurter,5.28,28
55875,Brad Eason,11/25/2009,Critical,frankfurter,7.59,50
55875,Brad Eason,11/25/2009,Critical,other vegetables,5.98,31
56453,Dorothy Wardle,4/11/2012,Critical,frankfurter,2550.14,1
57127,Ralph Knight,2/16/2010,Low,whole milk,55.48,13
57344,Sylvia Foulston,9/24/2010,High,frankfurter,28.99,47
57509,Neola Schneider,2/21/2009,Low,other vegetables,4.91,39
57509,Neola Schneider,2/21/2009,Low,bottled water,259.71,11
57600,Grant Carroll,11/11/2012,Critical,pork,59.78,32
57600,Grant Carroll,11/11/2012,Critical,bottled water,4.13,44
57600,Grant Carroll,11/11/2012,Critical,other vegetables,30.98,12
58055,Julia West,10/27/2011,Critical,hamburger meat,7.38,26
58144,Muhammed MacIntyre,12/16/2009,Low,hamburger meat,26.38,29
58150,Susan Vittorini,5/7/2010,Critical,shopping bags,2.16,24
58340,Sylvia Foulston,1/8/2011,Medium,whole milk,50.98,36
58368,Doug Bickford,7/9/2012,High,ice cream,2.08,4
58368,Doug Bickford,7/9/2012,High,pastry,6.48,39
58368,Doug Bickford,7/9/2012,High,ham,64.98,5
58434,Dorothy Badders,3/9/2009,High,frankfurter,19.23,42
58626,Henry Goldwyn,12/30/2011,High,sausage,300.98,23
58626,Henry Goldwyn,12/30/2011,High,bottled beer,500.98,21
58626,Henry Goldwyn,12/30/2011,High,bottled water,45.19,18
58688,Grant Carroll,3/29/2009,Not Specified,meat,11.97,18
59045,Chad Cunningham,2/13/2011,Critical,dessert,4.55,30
59047,Beth Thompson,1/28/2011,Not Specified,other vegetables,28.48,10
59047,Beth Thompson,1/28/2011,Not Specified,beverages,4.14,26
59202,Andrew Gjertsen,9/8/2012,Medium,ham,12.53,7
59202,Andrew Gjertsen,9/8/2012,Medium,specialty bar,5.85,36
59207,Sylvia Foulston,5/18/2009,Critical,brown bread,280.98,42
59234,Michelle Lonsdale,7/29/2012,Low,whole milk,177.98,32
59234,Michelle Lonsdale,7/29/2012,Low,rolls/buns,50.98,16
59395,Cari Schnelling,4/22/2012,Critical,bottled beer,48.04,20
59558,Henry Goldwyn,7/16/2012,Not Specified,pet care,2.61,34
59585,Edward Hooks,9/22/2012,High,citrus fruit,15.99,45
59651,Brendan Dodson,5/20/2010,Critical,pork,8.04,36
59651,Brendan Dodson,5/20/2010,Critical,other vegetables,2.23,18
645,Harold Engle,12/2/2009,High,white wine,12.95,42
769,Roy French,6/1/2010,Medium,whole milk,115.99,37
773,Helen Abelman,9/25/2010,Medium,pip fruit,65.99,38
1187,Guy Armstrong,11/19/2012,Medium,sugar,15.98,14
2339,Jennifer Braxton,12/14/2010,Low,tropical fruit,140.85,12
3521,Giulietta Baptist,10/25/2012,Low,root vegetables,4.28,50
4007,Jack Lebron,6/17/2010,High,soda,56.96,18
4007,Jack Lebron,6/17/2010,High,whole milk,279.48,1
4416,Erica Bern,6/29/2012,Low,tropical fruit,165.98,46
4454,Erica Bern,2/1/2009,Low,white bread,3.08,17
5153,Helen Abelman,8/25/2011,Critical,brown bread,128.24,37
5446,Guy Armstrong,6/20/2009,Low,tropical fruit,10.98,42
8131,Helen Abelman,5/3/2010,Critical,domestic eggs,29.89,24
8994,Christopher Schild,4/7/2009,Low,coffee,40.48,36
9027,Roy French,9/2/2011,Low,soda,35.99,30
9216,Roy French,4/14/2011,Medium,whole milk,180.98,36
9537,Jennifer Braxton,2/13/2011,Not Specified,bottled beer,150.98,6
9537,Jennifer Braxton,2/13/2011,Not Specified,pork,3.81,43
9574,Joy Smith,7/30/2011,Medium,other vegetables,11.5,40
10435,Evan Minnotte,8/10/2010,Medium,yogurt,22.99,38
10435,Evan Minnotte,8/10/2010,Medium,sparkling wine,11.66,46
10851,Jenna Caffey,4/6/2009,High,bottled water,12.88,50
10852,Harold Engle,10/26/2010,High,citrus fruit,15.28,17
10852,Harold Engle,10/26/2010,High,hamburger meat,300.98,40
11269,Harold Engle,5/26/2012,Low,packaged fruit/vegetables,65.99,39
11269,Harold Engle,5/26/2012,Low,other vegetables,4.91,49
11269,Harold Engle,5/26/2012,Low,soda,27.75,1
11362,Hilary Holden,9/10/2012,Low,whole milk,110.98,32
11362,Hilary Holden,9/10/2012,Low,herbs,2.18,27
11362,Hilary Holden,9/10/2012,Low,citrus fruit,699.99,9
11362,Hilary Holden,9/10/2012,Low,misc. beverages,110.99,25
11968,Christopher Schild,3/16/2011,Low,female sanitary products,3.38,31
12293,Harold Engle,6/18/2011,High,soda,8.74,31
12773,Greg Guthrie,1/11/2011,Low,tropical fruit,2.78,6
12773,Greg Guthrie,1/11/2011,Low,soda,4.14,15
12773,Greg Guthrie,1/11/2011,Low,white bread,6.48,19
12773,Greg Guthrie,1/11/2011,Low,coffee,3.28,21
12934,Guy Armstrong,3/5/2009,Not Specified,tropical fruit,9.78,45
12934,Guy Armstrong,3/5/2009,Not Specified,pork,3.28,27
13120,Joy Smith,12/14/2009,Low,citrus fruit,12.95,46
13120,Joy Smith,12/14/2009,Low,frankfurter,24.92,8
13604,Erica Bern,2/2/2009,Not Specified,frankfurter,83.1,38
13604,Erica Bern,2/2/2009,Not Specified,frankfurter,90.98,42
13927,Dan Reichenbach,8/26/2009,Low,other vegetables,6.48,26
15044,Erica Bern,3/6/2012,Low,yogurt,39.99,42
15139,Guy Armstrong,11/19/2009,High,sausage,300.98,17
15139,Guy Armstrong,11/19/2009,High,whole milk,20.98,33
15463,Evan Minnotte,7/24/2010,Low,pip fruit,5.98,48
15618,Joy Smith,8/4/2010,Medium,whole milk,5.28,9
15618,Joy Smith,8/4/2010,Medium,root vegetables,18.97,44
15618,Joy Smith,8/4/2010,Medium,onions,65.99,14
16100,Paul Gonzalez,3/7/2011,Medium,specialty chocolate,4.82,44
16320,Filia McAdams,10/20/2011,Not Specified,hamburger meat,125.99,17
16419,Joy Smith,8/4/2009,Not Specified,photo/film,5.78,43
17090,Greg Guthrie,4/28/2010,Low,rolls/buns,140.98,30
17090,Greg Guthrie,4/28/2010,Low,canned beer,122.99,26
17315,Joy Smith,4/22/2009,Low,canned beer,5.43,29
17376,Joy Smith,12/4/2011,High,other vegetables,28.48,44
18210,Greg Guthrie,8/6/2010,Not Specified,canned beer,363.25,27
18210,Greg Guthrie,8/6/2010,Not Specified,curd,2.88,27
18273,Jack Lebron,9/15/2011,Low,butter,49.99,18
18788,Joy Smith,10/2/2009,Not Specified,other vegetables,19.99,27
19042,Evan Minnotte,3/1/2009,Critical,whole milk,40.98,8
19073,Chuck Magee,6/24/2009,Not Specified,beef,10.64,16
19073,Chuck Magee,6/24/2009,Not Specified,sausage,2.78,40
19365,Filia McAdams,1/16/2011,Medium,soda,5.98,29
19617,Jack Lebron,1/20/2012,Low,fruit/vegetable juice,23.99,38
19617,Jack Lebron,1/20/2012,Low,rolls/buns,65.99,3
20033,Jack Lebron,5/21/2010,Critical,pip fruit,499.99,5
21223,Harold Engle,3/15/2012,Not Specified,frozen vegetables,100.98,3
21223,Harold Engle,3/15/2012,Not Specified,beverages,51.65,8
21378,Jack Lebron,8/7/2011,Medium,hamburger meat,28.53,34
21378,Jack Lebron,8/7/2011,Medium,root vegetables,99.99,17
21542,Frank Atkinson,5/21/2011,High,canned beer,21.38,18
21542,Frank Atkinson,5/21/2011,High,frozen vegetables,348.21,43
22469,Jack Lebron,10/11/2010,High,canned beer,60.98,24
22469,Jack Lebron,10/11/2010,High,newspapers,290.98,23
22656,Evan Minnotte,12/22/2010,Not Specified,rolls/buns,30.98,10
22695,Joy Smith,7/3/2009,Low,hamburger meat,10.06,44
23076,Dan Reichenbach,5/27/2009,Critical,pip fruit,14.2,50
24038,Jack Lebron,6/20/2011,High,canned beer,65.99,15
24067,Frank Atkinson,8/22/2012,High,grapes,5.98,19
24067,Frank Atkinson,8/22/2012,High,root vegetables,65.99,46
24388,Erica Bern,1/26/2011,Critical,citrus fruit,549.99,15
24451,Jack Lebron,12/3/2012,Critical,cling film/bags,68.81,24
24806,Filia McAdams,9/6/2010,Not Specified,frankfurter,5.18,20
24965,Jack Lebron,3/29/2011,Low,whole milk,420.98,6
24965,Jack Lebron,3/29/2011,Low,pork,29.18,42
25154,Giulietta Baptist,8/20/2010,High,chicken,6.68,16
25315,Joy Smith,12/2/2010,Low,sausage,225.04,36
25315,Joy Smith,12/2/2010,Low,specialty bar,2.84,21
25315,Joy Smith,12/2/2010,Low,whipped/sour cream,31.76,36
25376,Greg Guthrie,3/26/2011,Critical,root vegetables,6.28,12
26240,Carlos Soltero,12/19/2009,Critical,rolls/buns,39.48,38
26240,Carlos Soltero,12/19/2009,Critical,other vegetables,3.7,39
26791,Harold Engle,4/29/2011,Low,citrus fruit,11.29,45
28836,Erica Bern,10/24/2010,High,whole milk,195.99,50
28836,Erica Bern,10/24/2010,High,frankfurter,172.99,7
28995,Hilary Holden,5/12/2010,High,coffee,30.98,9
28995,Hilary Holden,5/12/2010,High,ham,19.98,34
29121,Jack Lebron,4/11/2010,Medium,canned beer,125.99,31
29319,Filia McAdams,1/24/2009,Low,canned beer,238.4,30
29319,Filia McAdams,1/24/2009,Low,canned beer,199.99,21
29382,Greg Guthrie,11/17/2010,High,pip fruit,5.68,42
29382,Greg Guthrie,11/17/2010,High,pork,19.98,34
29445,Harold Engle,9/29/2010,High,soap,90.97,28
29762,Philip Brown,8/3/2010,Critical,pip fruit,1.48,15
30048,Helen Abelman,6/13/2011,Medium,beef,180.98,44
30243,Hilary Holden,5/5/2010,Critical,sausage,60.22,44
30243,Hilary Holden,5/5/2010,Critical,frozen chicken,199.99,21
30372,Christopher Schild,8/30/2010,High,soda,12.22,1
30499,Carlos Soltero,10/30/2012,High,tropical fruit,5.98,16
30499,Carlos Soltero,10/30/2012,High,other vegetables,5.84,33
32199,Erica Bern,7/15/2009,High,beef,4.91,40
32199,Erica Bern,7/15/2009,High,meat,3499.99,1
32199,Erica Bern,7/15/2009,High,meat,5.84,8
32327,Erica Bern,8/7/2012,Low,bottled water,550.98,45
32676,Joy Smith,2/1/2009,Critical,rolls/buns,45.19,37
32835,Joy Smith,7/7/2012,Medium,pastry,45.99,15
32869,Christopher Schild,3/27/2009,Medium,pork,8.12,41
32869,Christopher Schild,3/27/2009,Medium,pip fruit,51.65,49
32869,Christopher Schild,3/27/2009,Medium,beef,6.68,2
32869,Christopher Schild,3/27/2009,Medium,beef,175.99,39
33763,Evan Minnotte,9/23/2010,Not Specified,rolls/buns,499.99,23
34048,Christopher Schild,3/28/2011,Low,citrus fruit,22.23,1
34275,Greg Guthrie,7/1/2009,Low,meat,4.84,27
34438,Harold Engle,12/11/2010,High,beverages,20.15,28
34880,Philip Brown,9/16/2009,High,beef,6.48,44
34978,Carlos Soltero,2/4/2011,High,ham,3.52,49
35141,Jennifer Braxton,9/11/2010,Medium,hamburger meat,67.28,29
35300,Dan Reichenbach,3/2/2010,Medium,beef,2.89,10
35300,Dan Reichenbach,3/2/2010,Medium,beef,41.32,35
35300,Dan Reichenbach,3/2/2010,Medium,root vegetables,8.95,13
35558,Carlos Soltero,9/15/2009,Critical,citrus fruit,13.79,2
36293,Carlos Soltero,12/30/2010,Medium,yogurt,100.98,13
36293,Carlos Soltero,12/30/2010,Medium,tropical fruit,6.48,25
36516,Giulietta Baptist,7/25/2011,Medium,frankfurter,100.98,9
36677,Jack Lebron,12/23/2009,Low,beef,599.99,38
37185,Guy Armstrong,10/31/2012,High,shopping bags,2.6,8
37888,Hilary Holden,12/22/2009,Critical,canned beer,20.98,31
38310,Jack Lebron,4/14/2012,High,rolls/buns,3.48,4
40327,Erica Bern,5/13/2011,Medium,other vegetables,3.69,42
40327,Erica Bern,5/13/2011,Medium,hamburger meat,4.28,36
40480,Harold Engle,12/7/2011,Critical,hamburger meat,420.98,19
40480,Harold Engle,12/7/2011,Critical,frankfurter,26.48,50
40800,Jim Sink,12/4/2010,Not Specified,bottled beer,5.68,18
40835,Jennifer Braxton,11/24/2009,High,tropical fruit,15.01,26
40835,Jennifer Braxton,11/24/2009,High,soda,40.48,14
40835,Jennifer Braxton,11/24/2009,High,frankfurter,12.28,1
40871,Joy Smith,9/13/2011,Not Specified,chicken,8.85,32
40871,Joy Smith,9/13/2011,Not Specified,coffee,110.98,18
41570,Harold Engle,12/3/2010,Not Specified,whole milk,104.85,24
41991,Philip Brown,12/18/2011,Low,margarine,50.98,36
41991,Philip Brown,12/18/2011,Low,tropical fruit,14.58,35
41991,Philip Brown,12/18/2011,Low,meat,45.98,18
42400,Giulietta Baptist,8/9/2012,Low,cream cheese ,19.98,44
42400,Giulietta Baptist,8/9/2012,Low,newspapers,10.97,41
42754,Paul Gonzalez,8/24/2010,Critical,rolls/buns,10.98,31
42918,Logan Haushalter,5/22/2011,High,citrus fruit,14.27,46
42918,Logan Haushalter,5/22/2011,High,whole milk,9.49,46
42944,Filia McAdams,11/18/2012,Critical,frankfurter,216.6,43
44037,Carlos Soltero,6/28/2012,High,ham,22.23,39
44037,Carlos Soltero,6/28/2012,High,frankfurter,55.99,38
44387,Erica Bern,2/4/2009,Low,sausage,29.89,50
44387,Erica Bern,2/4/2009,Low,domestic eggs,8.34,20
44576,Greg Guthrie,12/25/2009,Not Specified,whole milk,124.49,38
45601,Dan Reichenbach,9/26/2011,High,rolls/buns,19.98,47
45606,Jim Sink,9/22/2011,Medium,whole milk,8.75,38
45606,Jim Sink,9/22/2011,Medium,sausage,5.85,24
46119,Carlos Soltero,2/15/2009,Critical,curd,3.8,23
46119,Carlos Soltero,2/15/2009,Critical,bottled water,7.98,20
46119,Carlos Soltero,2/15/2009,Critical,beef,417.4,46
46756,Chuck Magee,10/11/2009,Medium,frankfurter,7.28,3
47714,Philip Brown,3/10/2011,Medium,chicken,5.53,30
47846,Hilary Holden,8/11/2012,High,sausage,10.68,5
47846,Hilary Holden,8/11/2012,High,pork,110.98,25
47846,Hilary Holden,8/11/2012,High,yogurt,105.98,50
47846,Hilary Holden,8/11/2012,High,whole milk,6.68,37
47876,Greg Guthrie,12/25/2009,High,frankfurter,46.89,8
48067,Jennifer Braxton,6/29/2012,Low,beef,125.99,31
48067,Jennifer Braxton,6/29/2012,Low,pip fruit,195.99,24
48199,Erica Bern,1/18/2009,Not Specified,sausage,15.74,47
49029,Jim Sink,5/20/2012,High,pastry,195.99,49
49216,Noah Childs,3/19/2009,High,chicken,24.92,11
49216,Noah Childs,3/19/2009,High,root vegetables,270.97,9
49216,Noah Childs,3/19/2009,High,whole milk,12.28,29
49990,Evan Minnotte,9/5/2009,Not Specified,detergent,442.14,11
50081,Guy Armstrong,11/3/2009,Not Specified,rolls/buns,70.98,7
50404,Guy Armstrong,3/26/2011,High,house keeping products,210.55,18
50404,Guy Armstrong,3/26/2011,High,yogurt,182.55,10
50784,Chuck Magee,2/10/2012,High,tropical fruit,32.98,20
50850,Greg Guthrie,5/6/2009,Critical,tropical fruit,40.98,37
50850,Greg Guthrie,5/6/2009,Critical,curd,417.4,2
51075,Carlos Soltero,11/23/2010,Not Specified,beef,35.99,43
51461,Greg Guthrie,2/10/2011,Not Specified,whole milk,19.99,43
51558,Greg Guthrie,3/29/2010,Not Specified,pork,6.68,34
51558,Greg Guthrie,3/29/2010,Not Specified,other vegetables,85.29,47
52130,Carlos Soltero,9/5/2012,Low,rolls/buns,4.13,13
52130,Carlos Soltero,9/5/2012,Low,frankfurter,40.89,36
52482,Greg Guthrie,1/31/2011,Critical,yogurt,40.98,21
52482,Greg Guthrie,1/31/2011,Critical,whole milk,22.23,30
53410,Christopher Schild,8/7/2009,Critical,bottled water,14.81,44
53477,Joy Smith,5/5/2012,High,frankfurter,95.95,32
53477,Joy Smith,5/5/2012,High,rolls/buns,300.98,27
53477,Joy Smith,5/5/2012,High,whole milk,37.94,36
53477,Joy Smith,5/5/2012,High,rolls/buns,161.55,28
53508,Joy Smith,11/10/2009,High,chicken,80.98,13
53508,Joy Smith,11/10/2009,High,tropical fruit,13.99,25
53508,Joy Smith,11/10/2009,High,sausage,15.04,4
53703,Guy Armstrong,6/14/2010,Not Specified,sausage,140.85,14
54115,Brian Moss,1/7/2012,Low,frankfurter,4.37,24
54115,Brian Moss,1/7/2012,Low,UHT-milk,4.98,39
54437,Logan Haushalter,12/19/2010,High,rolls/buns,55.99,15
54501,Guy Armstrong,11/29/2012,Critical,canned beer,65.99,36
54501,Guy Armstrong,11/29/2012,Critical,yogurt,13.99,16
54501,Guy Armstrong,11/29/2012,Critical,whipped/sour cream,20.34,38
54753,Christopher Schild,4/18/2009,Medium,rolls/buns,155.99,36
55138,Jim Sink,9/24/2009,High,rolls/buns,48.91,22
55271,Carlos Soltero,3/11/2011,Medium,beverages,100.89,16
55331,Jennifer Braxton,12/13/2010,High,rolls/buns,3.69,13
55618,Brian Moss,1/21/2012,Medium,rolls/buns,35.99,48
56645,Harold Engle,1/6/2012,Low,bottled beer,30.98,46
56645,Harold Engle,1/6/2012,Low,citrus fruit,348.21,42
56803,Carlos Soltero,12/10/2009,Not Specified,bottled water,6.48,42
57159,Hilary Holden,2/12/2010,Critical,pastry,280.98,17
57159,Hilary Holden,2/12/2010,Critical,domestic eggs,9.99,42
57507,Logan Haushalter,6/26/2009,Critical,beef,15.01,10
57922,Guy Armstrong,2/8/2011,Critical,spread cheese,6.84,50
58117,Erica Bern,2/20/2011,Critical,tropical fruit,3.14,42
58278,Logan Haushalter,9/10/2012,High,packaged fruit/vegetables,99.23,37
58278,Logan Haushalter,9/10/2012,High,whole milk,85.99,4
58502,Harold Engle,2/12/2010,Critical,meat,226.67,23
58788,Christopher Schild,2/1/2010,Low,onions,30.98,31
58947,Helen Abelman,9/26/2011,Not Specified,frankfurter,8.01,48
58947,Helen Abelman,9/26/2011,Not Specified,beef,4.98,28
59074,Jack Lebron,8/12/2010,Low,beef,14.98,37
59233,Jack Lebron,8/20/2010,High,sausage,100.98,3
59233,Jack Lebron,8/20/2010,High,chicken,14.34,30
59425,Giulietta Baptist,5/17/2012,Medium,canned beer,83.1,24
59425,Giulietta Baptist,5/17/2012,Medium,sausage,37.94,46
59750,Jim Sink,7/9/2010,Low,tropical fruit,6.48,34
35,Julie Creighton,10/22/2011,Not Specified,frankfurter,9.11,30
35,Julie Creighton,10/22/2011,Not Specified,sausage,155.99,14
294,Sanjit Chand,7/15/2010,Medium,beef,193.17,35
450,Matt Collins,3/4/2011,Not Specified,tropical fruit,34.58,29
450,Matt Collins,3/4/2011,Not Specified,yogurt,15.7,35
1028,Matt Collins,1/5/2009,High,frankfurter,28.48,6
1028,Matt Collins,1/5/2009,High,bottled beer,205.99,11
1314,Justin Knight,5/12/2009,Medium,grapes,9.27,4
2279,Rob Haberlin,2/22/2010,Medium,beverages,90.98,49
2279,Rob Haberlin,2/22/2010,Medium,curd,20.98,39
2465,Rob Haberlin,6/23/2011,Critical,ice cream,39.48,28
2530,Rob Haberlin,3/20/2009,Medium,sausage,2.61,9
2883,Rob Haberlin,1/22/2011,Low,other vegetables,64.98,34
3362,Christina Vanderzanden,7/28/2011,Low,dessert,40.98,40
3362,Christina Vanderzanden,7/28/2011,Low,decalcifier,15.14,50
5318,Matt Collins,4/3/2010,High,canned beer,131.12,8
5318,Matt Collins,4/3/2010,High,coffee,200.99,29
5988,Sanjit Chand,11/21/2010,Not Specified,berries,499.99,40
6115,Matt Collins,9/11/2010,Medium,pork,17.78,25
6337,Justin Knight,8/31/2011,Not Specified,frankfurter,70.71,48
6337,Justin Knight,8/31/2011,Not Specified,pork,376.13,1
6434,Rob Haberlin,6/7/2009,High,frankfurter,4.76,13
7136,Lena Cacioppo,3/22/2009,High,frozen dessert,39.48,17
7136,Lena Cacioppo,3/22/2009,High,chicken,4.91,9
7489,Kimberly Carter,9/30/2010,Critical,vinegar,180.98,38
7968,Gene Hale,9/15/2010,Low,rolls/buns,150.98,10
8227,Christina Vanderzanden,1/10/2010,Not Specified,whole milk,4.77,32
9123,Matt Collins,6/26/2010,Critical,pork,14.03,27
9792,Sally Knutson,7/23/2011,Low,rolls/buns,5.4,14
9860,Kimberly Carter,10/10/2010,Critical,grapes,7.28,43
10310,Christina Vanderzanden,2/5/2009,Low,frankfurter,2.88,48
10310,Christina Vanderzanden,2/5/2009,Low,finished products,195.99,6
10369,Kimberly Carter,11/9/2011,Low,onions,5.78,4
10369,Kimberly Carter,11/9/2011,Low,tropical fruit,28.48,23
10692,Rob Haberlin,7/26/2009,Low,other vegetables,3.57,26
10692,Rob Haberlin,7/26/2009,Low,ham,200.99,48
10692,Rob Haberlin,7/26/2009,Low,other vegetables,195.99,8
11553,Justin Knight,4/18/2009,Medium,curd,52.99,28
11553,Justin Knight,4/18/2009,Medium,sausage,100.98,8
11553,Justin Knight,4/18/2009,Medium,canned beer,85.99,20
11776,Christina Vanderzanden,2/24/2012,Low,ham,1.26,40
11782,Marina Lichtenstein,7/28/2012,Low,packaged fruit/vegetables,4.98,46
11782,Marina Lichtenstein,7/28/2012,Low,meat,66.99,27
12199,Justin Knight,12/14/2011,Low,whole milk,6.54,2
12199,Justin Knight,12/14/2011,Low,canned beer,155.06,50
14275,Gene Hale,6/13/2010,Low,chicken,2.08,20
14275,Gene Hale,6/13/2010,Low,rolls/buns,160.98,4
14535,Gene Hale,10/1/2010,Not Specified,pet care,11.29,22
15329,Rob Haberlin,4/27/2012,High,root vegetables,29.89,34
15621,Gene Hale,9/24/2011,Critical,pastry,1.68,18
15621,Gene Hale,9/24/2011,Critical,frankfurter,28.28,39
17826,Michelle Arnett,6/30/2012,High,chicken,3.89,18
17926,Sally Knutson,11/10/2011,Critical,frozen dessert,15.31,37
18247,Rob Haberlin,11/5/2009,Not Specified,citrus fruit,7.59,20
18471,Justin Knight,2/19/2009,Not Specified,sausage,5.98,37
18471,Justin Knight,2/19/2009,Not Specified,root vegetables,2.08,4
18471,Justin Knight,2/19/2009,Not Specified,root vegetables,5.98,29
19813,Lena Cacioppo,3/2/2010,Critical,bottled beer,45.99,29
20322,Seth Vernon,6/28/2009,Critical,frankfurter,3.58,46
20322,Seth Vernon,6/28/2009,Critical,root vegetables,100.98,46
20322,Seth Vernon,6/28/2009,Critical,berries,5.78,15
20422,Gene Hale,1/26/2009,High,hamburger meat,14.34,30
20448,Luke Weiss,8/2/2011,Critical,tropical fruit,3.69,23
21892,Justin Knight,7/4/2010,High,frankfurter,4.91,6
22980,Rob Haberlin,10/1/2012,Not Specified,frankfurter,12.44,17
23907,Julie Creighton,7/14/2011,Not Specified,soda,65.99,7
24064,Sanjit Chand,7/25/2010,Medium,ice cream,297.64,23
24132,Justin Knight,7/6/2009,Low,beef,6.75,4
24132,Justin Knight,7/6/2009,Low,whole milk,7.1,46
24132,Justin Knight,7/6/2009,Low,pork,20.95,22
24132,Justin Knight,7/6/2009,Low,whole milk,39.06,31
24132,Justin Knight,7/6/2009,Low,bottled beer,3.52,12
24132,Justin Knight,7/6/2009,Low,pork,15.51,3
24576,Luke Weiss,12/11/2012,Not Specified,root vegetables,20.99,29
24576,Luke Weiss,12/11/2012,Not Specified,canned beer,14.58,10
25248,Christina Vanderzanden,12/1/2011,Medium,citrus fruit,8.33,33
25248,Christina Vanderzanden,12/1/2011,Medium,pip fruit,48.91,26
25475,Lena Cacioppo,4/4/2009,Critical,root vegetables,6.48,49
26978,Seth Vernon,6/25/2010,Medium,tropical fruit,18.97,2
27105,Sanjit Chand,2/16/2011,Not Specified,beef,5.98,37
27105,Sanjit Chand,2/16/2011,Not Specified,chicken,10.4,2
28068,Julie Creighton,8/26/2010,Low,citrus fruit,27.48,23
28802,Sanjit Chand,11/4/2010,High,meat,17.67,23
28802,Sanjit Chand,11/4/2010,High,cream cheese ,8.34,36
28802,Sanjit Chand,11/4/2010,High,citrus fruit,205.99,22
28839,Anthony Johnson,4/28/2009,Low,specialty bar,3.34,30
29252,Anthony Johnson,8/6/2009,Low,meat,6.48,9
31941,Kimberly Carter,3/18/2009,Medium,citrus fruit,78.65,32
31941,Kimberly Carter,3/18/2009,Medium,frankfurter,6.48,7
32418,Marina Lichtenstein,1/5/2009,Not Specified,citrus fruit,243.98,5
34241,Sanjit Chand,10/8/2012,Low,turkey,52.71,4
34816,Sally Knutson,11/5/2010,Not Specified,citrus fruit,41.71,29
34816,Sally Knutson,11/5/2010,Not Specified,sausage,60.98,43
35011,Luke Weiss,12/10/2012,Not Specified,newspapers,10.98,14
36068,Anthony Johnson,2/5/2009,Critical,whole milk,279.81,23
36930,Michelle Arnett,9/28/2011,Medium,yogurt,85.99,34
